Company,Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Market Cap,PE Ratio,Beta,EPS,Forward PE,Revenue,Gross Profit,Operating Income,Net Income,Debt to Equity,Return on Equity (ROE),Current Ratio,Dividends Paid,Dividend Yield,Quarterly Revenue Growth,Analyst Recommendation,Target Price,Free Cash Flow,Operating Margin,Profit Margin,Cash Ratio,Quick Ratio,Price to Book Ratio,Enterprise Value,Total Debt,Total Assets,Total Equity,Beta (5Y),Annual Dividend Rate,Trailing Twelve Months (TTM) Revenue,Trailing Twelve Months (TTM) EBITDA,Trailing Twelve Months (TTM) Earnings
Apple,AAPL,2007-01-19,3.1653571128845215,3.2017860412597656,3.1471428871154785,3.1607139110565186,2.669145345687866,1364473600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-01-22,3.1835711002349854,3.184286117553711,3.058928966522217,3.0996429920196533,2.6175708770751953,1454026000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-01-23,3.061785936355591,3.125356912612915,3.053929090499878,3.06071400642395,2.5846970081329346,1207424400,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-01-24,3.0957140922546387,3.112499952316284,3.0742859840393066,3.0964291095733643,2.6148581504821777,927813600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-01-25,3.1110711097717285,3.1607139110565186,3.072499990463257,3.080357074737549,2.601285219192505,905973600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-01-26,3.1110711097717285,3.120357036590576,3.0353569984436035,3.049285888671875,2.5750463008880615,986874000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-01-29,3.0821430683135986,3.0946431159973145,3.054642915725708,3.0692861080169678,2.591935873031616,901664400,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-01-30,3.0867860317230225,3.0889289379119873,3.044642925262451,3.055356979370117,2.5801732540130615,577970400,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-01-31,3.0307140350341797,3.0714290142059326,3.012500047683716,3.061785936355591,2.5856027603149414,856069200,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-01,3.0796430110931396,3.081070899963379,3.0264289379119873,3.0264289379119873,2.555744171142578,664342000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-02,3.004286050796509,3.044642925262451,2.989285945892334,3.0267860889434814,2.5560460090637207,621530000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-05,3.010714054107666,3.043929100036621,2.997857093811035,2.997857093811035,2.5316162109375,578852400,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-06,3.016071081161499,3.0167860984802246,2.9592859745025635,3.005357027053833,2.537949562072754,864393600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-07,3.0171430110931396,3.0850000381469727,2.983928918838501,3.0767860412597656,2.5982697010040283,1066825200,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-08,3.0510709285736084,3.0896430015563965,3.0503571033477783,3.07785701751709,2.5991740226745605,679030800,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-09,3.067142963409424,3.078571081161499,2.9717860221862793,2.973928928375244,2.5114102363586426,860540800,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-12,3.01535701751709,3.0421431064605713,2.986785888671875,3.0314290523529053,2.5599663257598877,724071600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-13,3.041429042816162,3.0460710525512695,3.010714054107666,3.0250000953674316,2.554537773132324,580986000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-14,3.0225000381469727,3.0585711002349854,3.0203568935394287,3.046428918838501,2.5726332664489746,507981600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-15,3.051429033279419,3.057857036590576,3.0278570652008057,3.0432140827178955,2.5699188709259033,363661200,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-16,3.044642925262451,3.0503571033477783,3.023571014404297,3.0296430587768555,2.5584592819213867,399868000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-20,3.023214101791382,3.0771429538726807,3.005713939666748,3.067857027053833,2.5907294750213623,617702400,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-21,3.070713996887207,3.196070909500122,3.069999933242798,3.18571400642395,2.690256118774414,1155313600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-22,3.242856979370117,3.2432138919830322,3.1617860794067383,3.1967859268188477,2.6996068954467773,838224800,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-23,3.184286117553711,3.226428985595703,3.1732139587402344,3.1810710430145264,2.6863362789154053,517893600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-26,3.208570957183838,3.2142860889434814,3.1289288997650146,3.1610710620880127,2.6694462299346924,615848800,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-27,3.0821430683135986,3.109999895095825,2.978929042816162,2.997499942779541,2.5313143730163574,1145813200,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-02-28,2.9642860889434814,3.057142972946167,2.9642860889434814,3.0217859745025635,2.5518229007720947,919475200,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-01,3.001070976257324,3.1539289951324463,2.9910709857940674,3.109286069869995,2.625715494155884,1415528800,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-02,3.098928928375244,3.1264290809631348,3.0432140827178955,3.0503571033477783,2.5759503841400146,860000400,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-05,3.067500114440918,3.1660709381103516,3.062856912612915,3.0828568935394287,2.603395700454712,838899600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-06,3.135714054107666,3.1539289951324463,3.121428966522217,3.1496429443359375,2.6597959995269775,723186800,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-07,3.1446430683135986,3.177500009536743,3.12321400642395,3.132857084274292,2.6456217765808105,626284400,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-08,3.163928985595703,3.1685709953308105,3.1235709190368652,3.142857074737549,2.6540651321411133,511011200,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-09,3.171428918838501,3.1732139587402344,3.121428966522217,3.1417860984802246,2.6531612873077393,451836000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-12,3.1453568935394287,3.2139289379119873,3.1424999237060547,3.2096428871154785,2.710463523864746,729408400,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-13,3.193213939666748,3.2357139587402344,3.1571431159973145,3.1571431159973145,2.6661293506622314,867890800,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-14,3.164285898208618,3.2142860889434814,3.140000104904175,3.2142860889434814,2.714385747909546,796586000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-15,3.2128570079803467,3.2271430492401123,3.189642906188965,3.1989290714263916,2.701415777206421,559498800,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-16,3.197856903076172,3.2139289379119873,3.190000057220459,3.1996428966522217,2.702019691467285,571704000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-19,3.2228569984436035,3.2696430683135986,3.1996428966522217,3.254642963409424,2.7484652996063232,712961200,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-20,3.262500047683716,3.2799999713897705,3.252142906188965,3.2671430110931396,2.7590208053588867,488916400,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-21,3.2853569984436035,3.357142925262451,3.273214101791382,3.3524999618530273,2.831103801727295,686896000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-22,3.3475000858306885,3.369999885559082,3.3214290142059326,3.3557140827178955,2.8338170051574707,561492400,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-23,3.3339290618896484,3.35964298248291,3.3321430683135986,3.3399999141693115,2.820547342300415,450884000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-26,3.356786012649536,3.424999952316284,3.3321430683135986,3.4232139587402344,2.8908193111419678,864987200,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-27,3.4182140827178955,3.458214044570923,3.392857074737549,3.4092860221862793,2.8790576457977295,932052800,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-28,3.38857102394104,3.4071431159973145,3.3267860412597656,3.3299999237060547,2.812102794647217,942337200,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-29,3.363929033279419,3.363929033279419,3.293929100036621,3.3482139110565186,2.827484130859375,725723600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-03-30,3.367142915725708,3.3814289569854736,3.3125,3.318213939666748,2.8021492958068848,600558000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-02,3.362143039703369,3.3660709857940674,3.322143077850342,3.3446431159973145,2.824467658996582,501992400,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-03,3.362143039703369,3.401071071624756,3.3485710620880127,3.375,2.8501033782958984,583934400,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-04,3.390713930130005,3.3978569507598877,3.361785888671875,3.366786003112793,2.843167304992676,476784000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-05,3.36142897605896,3.3814289569854736,3.3399999141693115,3.3814289569854736,2.8555333614349365,355516000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-09,3.4003570079803467,3.4035708904266357,3.322856903076172,3.3446431159973145,2.824467658996582,413341600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-10,3.3453569412231445,3.366429090499878,3.336071014404297,3.3660709857940674,2.8425636291503906,352466800,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-11,3.3535709381103516,3.3553569316864014,3.297499895095825,3.306786060333252,2.79249906539917,549018400,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-12,3.2871429920196533,3.296786069869995,3.240000009536743,3.2925000190734863,2.7804346084594727,656675600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-13,3.246428966522217,3.2642860412597656,3.2164289951324463,3.2228569984436035,2.721622943878174,719941600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-16,3.23464298248291,3.267857074737549,3.2232139110565186,3.26535701751709,2.7575128078460693,609033600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-17,3.2857139110565186,3.296428918838501,3.203571081161499,3.226785898208618,2.7249417304992676,751920400,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-18,3.2200000286102295,3.244642972946167,3.200000047683716,3.2285709381103516,2.7264490127563477,464044000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-19,3.2210710048675537,3.2589290142059326,3.208214044570923,3.223928928375244,2.7225279808044434,425913600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-20,3.2460711002349854,3.2564289569854736,3.233928918838501,3.248929023742676,2.743640661239624,522779600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-23,3.271070957183838,3.3499999046325684,3.265000104904175,3.3396430015563965,2.8202452659606934,780290000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-24,3.3557140827178955,3.442500114440918,3.260714054107666,3.3299999237060547,2.812102794647217,1055252800,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-25,3.365356922149658,3.4071431159973145,3.3499999046325684,3.4053568840026855,2.875739812850952,1187144000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-26,3.627856969833374,3.6607139110565186,3.510714054107666,3.5299999713897705,2.9809978008270264,1737778000,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-27,3.5064289569854736,3.569643020629883,3.488929033279419,3.568571090698242,3.0135700702667236,699403600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-04-30,3.5746428966522217,3.607142925262451,3.559643030166626,3.56428599357605,3.0099520683288574,616509600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-05-01,3.556786060333252,3.5839290618896484,3.5196430683135986,3.552500009536743,2.9999983310699463,532523600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-05-02,3.558928966522217,3.5907139778137207,3.552500009536743,3.5853569507598877,3.027745246887207,505145200,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-05-03,3.5975000858306885,3.62321400642395,3.5717859268188477,3.585714101791382,3.0280468463897705,576077600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-05-04,3.5999999046325684,3.628571033477783,3.5892860889434814,3.6003570556640625,3.040412187576294,381987200,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-05-07,3.609999895095825,3.726785898208618,3.6075000762939453,3.7114291191101074,3.1342098712921143,861557200,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-05-08,3.695357084274292,3.755357027053833,3.693571090698242,3.752142906188965,3.1685922145843506,783997200,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
Apple,AAPL,2007-05-09,3.746786117553711,3.819999933242798,3.7460711002349854,3.817142963409424,3.2234833240509033,717757600,3575092084736,35.789955,1.239,6.57,31.43583,,,,101956001792,151.862,1.60583,0.953,0.25,0.0043,0.049,buy,240.78,86158123008,0.29556,0.26441,,0.798,53.66043,3569143513088,101304000512,,,1.239,1.0,,,
